Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
S01549,20,90,81,72,5.5,1
S01550,21,82,93,78,4.8,1
S01551,16,90,66,59,3.6,1
S01552,22,82,69,82,6.1,1
S01553,20,74,88,85,4.8,1
S01554,18,87,78,61,4.8,1
S01555,18,81,86,92,9.4,1
S01556,16,89,90,97,9.8,1
S01557,19,67,72,84,8.1,1
S01558,22,71,89,84,7.7,1
S01559,17,100,66,67,7.0,1
S01560,18,72,73,72,2.1,1
S01561,21,43,55,64,1.1,1
S01562,21,98,67,84,7.1,1
S01563,18,76,98,100,7.4,1
S01564,19,66,87,61,0.9,1
S01565,19,100,98,93,9.3,1
S01566,20,81,59,79,1.4,1
S01567,21,61,58,70,3.2,1
S01568,20,74,86,74,6.9,1
S01569,21,31,73,71,2.1,1
S01570,22,58,61,56,1.0,1
S01571,22,78,81,85,3.6,1
S01572,17,97,100,91,7.8,1
S01573,22,88,59,65,4.4,1
S01574,17,85,86,68,6.7,1
S01575,22,85,57,81,6.0,1
S01576,16,59,50,65,0.7,1
S01577,22,100,100,78,9.9,1
S01578,20,47,60,72,0.9,1
S01579,18,77,75,98,9.7,1
S01580,20,68,91,82,5.7,1
S01581,18,96,87,99,9.7,1
S01582,19,46,73,54,1.6,1
S01583,20,68,83,66,5.2,1
S01584,19,56,55,64,2.1,1
S01585,17,68,71,56,1.0,1
S01586,17,89,85,86,6.4,1
S01587,16,66,69,77,2.5,1
S01588,22,85,75,72,6.1,1
S01589,20,67,50,56,1.6,1
S01590,19,65,66,81,3.7,1
S01591,18,80,82,74,7.9,1
S01592,17,92,85,72,4.7,1
S01593,22,51,62,70,6.5,1
S01594,17,73,100,75,6.7,1
S01595,18,87,100,71,8.5,1
S01596,22,76,63,86,3.6,1
S01597,22,97,100,94,7.0,1
S01598,19,100,81,82,9.6,1
S01599,19,83,99,89,7.4,1
S01600,20,76,67,61,5.2,1
S01601,20,85,94,88,6.5,1
S01602,21,79,68,74,7.5,1
S01603,21,66,94,94,6.3,1
S01604,16,57,75,68,0.7,1
S01605,17,74,48,64,2.4,1
S01606,20,85,100,82,8.2,1
S01607,19,72,81,72,3.1,1
S01608,18,62,61,74,7.4,1
S01609,19,71,66,85,4.0,1
S01610,17,72,90,81,5.5,1
S01611,21,44,70,74,1.1,1
S01612,19,72,67,40,2.2,1
S01613,16,100,100,91,9.6,1
S01614,17,100,81,92,9.0,1
S01615,21,94,83,81,6.7,1
S01616,18,83,65,76,4.9,1
S01617,21,90,85,79,6.9,1
S01618,22,59,93,100,6.4,1
S01619,16,77,89,82,5.9,1
S01620,17,66,64,65,1.1,1
S01621,18,87,94,91,6.5,1
S01622,16,100,100,79,7.8,1
S01623,21,82,100,78,9.9,1
S01624,16,65,73,72,0.6,1
S01625,17,72,93,80,7.4,1
S01626,20,76,91,94,5.9,1
S01627,16,73,77,89,4.6,1
S01628,22,72,60,40,1.7,1
S01629,16,82,84,75,4.4,1
S01630,21,72,81,84,3.9,1
S01631,21,43,73,52,3.4,1
S01632,18,90,83,88,7.4,1
S01633,21,81,81,90,7.2,1
S01634,19,96,75,79,6.1,1
S01635,17,100,100,90,9.4,1
S01636,17,59,86,85,3.8,1
S01637,20,73,81,53,2.8,1
S01638,20,89,70,91,6.7,1
S01639,17,71,62,73,2.4,1
S01640,22,74,67,86,3.5,1
S01641,20,73,60,58,2.6,1
S01642,18,78,84,80,1.2,1
S01643,21,82,94,72,8.4,1
S01644,17,56,72,66,2.9,1
S01645,20,84,70,63,5.0,1
S01646,17,36,71,71,0.9,1
S01647,19,91,100,74,7.1,1
S01648,16,75,72,84,3.6,1
S01649,21,57,83,66,7.6,1
S01650,17,65,73,69,4.4,1
S01651,16,84,62,87,2.4,1
S01652,20,59,77,69,5.4,1
S01653,16,64,56,77,1.7,1
S01654,21,62,64,83,4.7,1
S01655,17,60,70,57,3.5,1
S01656,19,100,93,92,9.2,1
S01657,22,61,58,80,1.1,1
S01658,20,90,100,78,7.1,1
S01659,17,62,70,59,2.2,1
S01660,21,51,79,75,3.5,1
S01661,20,58,83,72,4.4,1
S01662,18,100,93,73,9.1,1
S01663,16,68,70,67,2.8,1
S01664,22,51,52,59,1.4,1
S01665,21,69,78,70,3.5,1
S01666,18,69,59,38,1.5,1
S01667,17,67,56,69,1.7,1
S01668,19,70,95,61,6.0,1
S01669,20,40,45,72,1.1,1
S01670,16,53,81,74,0.8,1
S01671,20,98,100,62,7.3,1
S01672,22,81,69,87,3.9,1
S01673,17,67,85,64,1.7,1
S01674,20,65,57,81,2.9,1
S01675,16,75,94,91,6.6,1
S01676,17,66,69,54,3.1,1
S01677,20,85,55,67,5.2,1
S01678,19,74,56,83,1.7,1
S01679,21,76,78,66,6.1,1
S01680,17,99,80,75,3.5,1
S01681,21,82,76,72,6.5,1
S01682,17,84,85,76,8.2,1
S01683,19,98,87,80,6.3,1
S01684,21,44,75,95,3.3,1
S01685,18,72,67,78,2.9,1
S01686,16,69,67,60,3.6,1
S01687,18,81,76,69,2.1,1
S01688,20,71,62,47,2.2,1
S01689,19,89,73,61,8.0,1
S01690,18,80,68,75,4.2,1
S01691,17,61,81,83,4.6,1
S01692,20,91,78,97,6.1,1
S01693,20,63,74,84,6.1,1
S01694,18,64,46,64,1.1,1
S01695,18,89,87,83,8.4,1
S01696,19,43,68,73,2.2,1
S01697,16,85,73,70,7.4,1
S01698,18,90,84,77,7.8,1
S01699,22,76,72,70,7.3,1
S01700,18,67,78,73,6.0,1
S01701,21,63,80,54,0.6,1
S01702,17,75,74,64,3.9,1
S01703,22,83,62,73,6.2,1
S01704,22,72,77,76,4.2,1
S01705,21,83,100,100,8.7,1
S01706,21,96,53,74,3.4,1
S01707,20,65,57,64,3.3,1
S01708,16,57,72,74,3.0,1
S01709,17,70,70,73,3.7,1
S01710,19,76,94,80,5.8,1
S01711,22,80,82,83,7.2,1
S01712,19,100,93,100,6.8,1
S01713,18,74,100,87,8.2,1
S01714,18,91,80,82,8.9,1
S01715,19,75,98,78,8.3,1
S01716,18,51,55,72,0.7,1
S01717,16,100,59,71,7.5,1
S01718,21,68,72,83,2.5,1
S01719,18,65,71,45,1.8,1
S01720,20,70,63,95,6.6,1
S01721,18,64,65,80,3.5,1
S01722,17,81,53,58,1.0,1
S01723,16,68,74,58,1.8,1
S01724,17,53,40,75,0.5,1
S01725,17,97,93,100,9.1,1
S01726,20,61,32,55,0.7,1
S01727,16,55,71,74,2.5,1
S01728,16,69,76,85,4.5,1
S01729,16,98,66,79,3.9,1
S01730,16,97,100,90,9.2,1
S01731,16,40,29,59,0.9,1
S01732,20,83,77,80,5.4,1
S01733,18,99,98,59,7.0,1
S01734,17,82,94,100,9.4,1
S01735,16,75,98,62,6.4,1
S01736,22,100,82,77,8.1,1
S01737,18,61,60,60,1.3,1
S01738,18,70,88,62,4.2,1
S01739,17,55,83,61,4.1,1
S01740,20,100,100,100,8.9,1
S01741,19,60,65,86,1.9,1
S01742,19,37,67,83,1.9,1
S01743,18,51,65,81,3.6,1
S01744,21,52,58,90,1.0,1
S01745,21,51,78,64,2.2,1
S01746,17,83,94,87,9.7,1
S01747,19,100,65,75,4.6,1
S01748,18,89,77,97,6.5,1
S01749,20,54,84,90,7.4,1
S01750,19,67,63,92,4.0,1
S01751,18,62,59,67,1.9,1
S01752,18,47,55,52,2.5,1
S01753,16,75,65,64,3.5,1
S01754,20,57,96,92,6.5,1
S01755,16,85,74,68,4.3,1
S01756,17,75,89,63,0.6,1
S01757,16,100,69,80,5.5,1
S01758,22,73,98,100,9.3,1
S01759,16,71,91,96,8.2,1
S01760,22,97,96,94,8.3,1
S01761,19,100,81,88,8.1,1
S01762,21,79,66,62,3.6,1
S01763,18,99,92,88,7.8,1
S01764,22,79,58,90,1.9,1
S01765,20,84,61,87,6.7,1
S01766,16,79,98,75,6.6,1
S01767,22,41,70,58,0.7,1
S01768,20,83,82,100,8.0,1
S01769,21,90,94,83,9.1,1
S01770,21,56,80,67,3.0,1
S01771,16,87,100,74,8.2,1
S01772,17,47,63,61,1.3,1
S01773,16,93,74,85,6.2,1
S01774,19,81,94,73,5.1,1
S01775,22,72,80,79,5.7,1
S01776,18,94,91,77,9.3,1
S01777,17,77,94,82,8.8,1
S01778,16,75,100,100,8.0,1
S01779,20,60,68,68,3.1,1
S01780,17,89,100,93,9.2,1
S01781,22,62,60,56,1.4,1
S01782,17,91,97,88,8.6,1
S01783,22,54,59,69,3.6,1
S01784,16,58,74,75,1.0,1
S01785,22,73,75,94,6.9,1
S01786,17,25,73,81,2.7,1
S01787,20,100,50,70,2.8,1
S01788,21,59,70,93,3.4,1
S01789,17,50,63,72,1.1,1
S01790,22,48,57,51,2.2,1
S01791,21,44,58,79,0.5,1
S01792,22,72,78,75,4.7,1
S01793,20,76,69,77,1.3,1
S01794,22,81,85,71,7.0,1
S01795,16,62,83,68,2.7,1
S01796,18,100,100,99,9.5,1
S01797,17,84,90,91,8.8,1
S01798,18,68,53,69,3.2,1
S01799,22,76,81,58,7.9,1
S01800,20,100,61,78,8.1,1
S01801,17,100,92,81,9.9,1
S01802,22,78,97,59,6.2,1
S01803,21,55,71,56,1.3,1
S01804,19,81,83,100,6.6,1
S01805,22,79,73,93,6.4,1
S01806,18,63,84,72,6.6,1
S01807,17,82,95,64,3.4,1
S01808,18,87,100,81,8.7,1
S01809,17,100,92,99,9.6,1
S01810,22,70,49,73,2.6,1
S01811,16,30,88,56,1.3,1
S01812,21,49,57,61,2.3,1
S01813,22,62,95,98,8.3,1
S01814,18,67,65,99,6.9,1
S01815,19,61,78,71,6.5,1
S01816,19,75,55,72,4.3,1
S01817,20,75,66,81,6.0,1
S01818,17,77,59,69,3.4,1
S01819,18,75,82,88,5.0,1
S01820,20,84,86,84,8.0,1
S01821,18,100,100,100,9.8,1
S01822,17,95,100,100,9.4,1
S01823,22,92,100,83,9.4,1
S01824,22,62,79,74,4.3,1
S01825,19,61,79,65,5.0,1
S01826,22,93,99,79,7.2,1
S01827,22,100,64,99,9.3,1
S01828,16,81,56,68,1.8,1
S01829,19,74,54,94,3.4,1
S01830,20,57,41,52,1.8,1
S01831,21,86,72,80,6.3,1
S01832,16,68,56,65,3.4,1
S01833,20,80,85,68,3.6,1
S01834,17,76,63,64,1.2,1
S01835,16,68,47,65,3.8,1
S01836,20,100,94,98,8.7,1
S01837,17,80,55,88,2.7,1
S01838,19,84,85,57,7.1,1
S01839,21,89,86,96,6.5,1
S01840,17,93,81,100,8.7,1
S01841,22,62,66,68,1.8,1
S01842,18,100,99,85,9.8,1
S01843,17,85,78,73,6.0,1
S01844,17,85,86,89,10.0,1
S01845,21,79,92,94,9.2,1
S01846,18,54,65,64,2.6,1
S01847,22,65,65,62,1.0,1
S01848,20,63,65,59,2.9,1
S01849,20,81,64,73,5.5,1
S01850,17,75,63,62,2.1,1
S01851,18,88,69,66,2.1,1
S01852,18,71,78,60,4.9,1
S01853,22,41,59,59,0.8,1
S01854,21,83,58,63,1.7,1
S01855,19,56,68,76,4.5,1
S01856,20,41,56,79,1.1,1
S01857,21,93,86,73,4.3,1
S01858,16,88,65,63,5.0,1
S01859,20,80,76,77,4.8,1
S01860,21,90,75,80,8.8,1
S01861,20,74,87,70,5.5,1
S01862,19,67,69,72,4.9,1
S01863,16,69,64,68,4.4,1
S01864,19,88,91,75,8.3,1
S01865,22,75,62,83,9.0,1
S01866,16,80,74,93,8.6,1
S01867,17,57,88,83,6.9,1
S01868,21,63,76,55,1.8,1
S01869,16,68,74,60,3.1,1
S01870,22,80,62,64,0.9,1
S01871,22,97,100,79,9.3,1
S01872,19,76,89,72,6.8,1
S01873,20,83,73,78,7.6,1
S01874,16,75,83,61,3.5,1
S01875,21,92,82,88,8.5,1
S01876,16,74,60,66,3.0,1
S01877,18,62,42,77,0.5,1
S01878,20,68,68,60,4.1,1
S01879,21,72,65,92,5.9,1
S01880,21,68,83,79,5.0,1
S01881,17,79,89,100,8.7,1
S01882,19,48,46,80,1.5,1
S01883,17,100,78,74,5.8,1
S01884,21,78,89,62,5.4,1
S01885,20,66,89,69,3.2,1
S01886,16,82,67,65,8.3,1
S01887,16,91,77,92,7.7,1
S01888,20,99,70,86,7.5,1
S01889,21,99,95,82,8.8,1
S01890,22,96,68,79,7.4,1
S01891,16,59,80,57,2.7,1
S01892,22,84,99,83,7.2,1
S01893,16,62,80,60,3.4,1
S01894,16,67,59,69,2.8,1
S01895,19,75,54,68,1.2,1
S01896,19,91,80,91,7.6,1
S01897,18,100,98,88,7.3,1
S01898,17,62,47,65,2.7,1
S01899,20,76,91,89,7.6,1
S01900,20,98,81,91,9.2,1
S01901,20,62,58,66,1.5,1
S01902,18,70,76,57,2.7,1
S01903,19,87,68,71,7.6,1
S01904,21,62,65,73,3.1,1
S01905,22,83,80,86,6.4,1
S01906,22,72,61,57,1.3,1
S01907,21,87,74,88,4.8,1
S01908,18,79,92,100,7.5,1
S01909,21,86,78,100,7.0,1
S01910,20,100,93,83,8.2,1
S01911,17,85,94,83,8.8,1
S01912,16,78,90,94,7.8,1
S01913,22,92,90,90,6.9,1
S01914,19,66,63,50,0.8,1
S01915,19,67,77,75,5.6,1
S01916,18,42,45,70,0.9,1
S01917,19,90,100,76,8.2,1
S01918,20,64,91,63,3.5,1
S01919,22,58,75,72,5.8,1
S01920,21,60,75,66,3.2,1
S01921,20,94,80,68,7.9,1
S01922,18,89,82,96,8.9,1
S01923,20,91,74,66,4.3,1
S01924,21,65,100,90,8.7,1
S01925,17,83,88,71,3.0,1
S01926,18,73,96,67,5.6,1
S01927,17,84,96,68,8.7,1
S01928,16,51,60,73,3.6,1
S01929,17,99,100,86,9.6,1
S01930,16,40,29,70,1.7,1
S01931,16,68,64,71,0.7,1
S01932,17,73,100,67,9.1,1
S01933,18,44,63,61,1.2,1
S01934,21,80,100,100,9.9,1
S01935,20,84,76,100,9.5,1
S01936,20,74,83,46,1.8,1
S01937,21,95,76,91,5.6,1
S01938,22,57,83,56,2.3,1
S01939,22,73,87,82,4.6,1
S01940,16,65,79,57,1.1,1
S01941,16,61,79,77,2.6,1
S01942,18,76,81,69,4.0,1
S01943,19,74,91,59,4.7,1
S01944,17,91,95,85,9.8,1
S01945,16,71,95,92,8.2,1
S01946,20,87,85,79,7.5,1
S01947,18,89,70,66,5.6,1
S01948,17,80,96,73,8.5,1
S01949,18,46,73,63,3.7,1
S01950,17,80,99,74,7.2,1
S01951,17,100,92,98,9.9,1
S01952,21,84,61,67,3.5,1
S01953,16,76,98,79,6.9,1
S01954,18,94,90,85,8.5,1
S01955,18,99,82,95,9.2,1
S01956,21,100,100,90,7.3,1
S01957,20,49,80,64,3.2,1
S01958,20,57,93,69,3.6,1
S01959,22,34,56,69,0.7,1
S01960,16,78,80,77,7.7,1
S01961,16,71,47,57,0.9,1
S01962,19,83,83,95,8.7,1
S01963,21,46,58,59,1.6,1
S01964,20,66,73,69,2.1,1
S01965,17,78,65,59,5.0,1
S01966,18,73,78,90,7.5,1
S01967,16,56,84,64,1.8,1
S01968,18,76,40,80,4.7,1
S01969,18,84,82,89,5.1,1
S01970,19,57,51,64,2.5,1
S01971,20,52,53,48,1.6,1
S01972,16,100,100,83,8.4,1
S01973,18,73,78,90,5.3,1
S01974,16,60,91,64,0.6,1
S01975,17,95,95,74,8.1,1
S01976,19,73,84,89,9.8,1
S01977,17,80,88,86,6.3,1
S01978,16,56,91,76,5.3,1
S01979,22,89,97,86,8.8,1
S01980,16,100,91,83,9.5,1
S01981,20,74,66,78,7.7,1
S01982,18,54,71,77,4.7,1
S01983,18,100,100,85,6.1,1
S01984,17,70,75,81,7.2,1
S01985,19,46,61,62,2.3,1
S01986,22,93,87,83,4.7,1
S01987,21,74,96,82,8.4,1
S01988,18,100,67,85,6.7,1
S01989,20,76,72,80,4.4,1
S01990,17,98,100,68,6.8,1
S01991,17,64,63,67,1.6,1
S01992,21,85,91,44,4.3,1
S01993,20,76,100,84,8.0,1
S01994,19,58,56,75,2.6,1
S01995,20,39,62,71,2.3,1
S01996,19,100,100,99,9.5,1
S01997,20,70,48,72,2.5,1
S01998,20,55,66,64,3.0,1
S01999,16,73,100,74,9.7,1
S02000,17,88,78,85,7.5,1
S02001,20,100,91,88,7.1,1
S02002,21,88,82,68,8.6,1
S02003,20,53,56,70,1.6,1
S02004,18,73,93,84,7.2,1
S02005,17,91,94,73,5.3,1
S02006,18,79,80,92,8.4,1
S02007,17,72,63,74,5.3,1
S02008,18,93,81,77,6.4,1
S02009,20,83,82,62,5.0,1
S02010,20,71,67,80,5.0,1
S02011,16,78,100,71,7.8,1
S02012,21,99,80,73,6.5,1
S02013,18,68,73,86,6.5,1
S02014,19,72,98,74,4.8,1
S02015,16,59,93,96,5.5,1
S02016,18,100,77,91,7.6,1
S02017,18,83,100,95,8.3,1
S02018,16,75,76,92,7.1,1
S02019,20,100,100,87,9.3,1
S02020,18,71,100,81,8.3,1
S02021,20,86,65,65,5.8,1
S02022,16,78,77,66,6.9,1
S02023,20,78,86,100,9.3,1
S02024,17,69,85,74,6.4,1
S02025,19,80,94,96,8.3,1
S02026,22,78,83,66,7.0,1
S02027,18,63,58,76,5.7,1
S02028,21,70,53,83,2.8,1
S02029,19,58,63,77,4.5,1
S02030,22,65,100,94,9.7,1
S02031,20,100,66,75,6.7,1
S02032,18,81,68,69,5.9,1
S02033,20,100,79,90,9.4,1
S02034,17,67,84,67,6.1,1
S02035,16,83,91,76,5.5,1
S02036,18,97,88,95,7.7,1
S02037,22,82,100,69,7.3,1
S02038,22,47,68,74,2.3,1
S02039,17,72,75,87,5.0,1
S02040,17,83,67,73,5.0,1
S02041,18,78,75,73,4.1,1
S02042,20,77,68,72,5.4,1
S02043,21,83,62,71,4.4,1
S02044,22,75,54,77,2.4,1
S02045,22,66,71,82,4.4,1
S02046,17,42,56,68,1.2,1
S02047,19,81,100,86,6.0,1
S02048,17,80,92,90,8.6,1
S02049,21,86,87,70,7.4,1
S02050,20,87,65,84,3.9,1
S02051,20,65,99,54,1.3,1
S02052,19,80,55,67,2.4,1
S02053,22,66,73,88,5.7,1
S02054,17,78,78,53,2.5,1
S02055,20,98,81,85,5.7,1
S02056,21,67,52,56,2.7,1
S02057,18,100,90,94,8.6,1
S02058,16,62,81,87,4.3,1
S02059,16,59,74,61,2.8,1
S02060,16,96,96,77,8.2,1
S02061,22,71,98,73,3.8,1
S02062,17,52,66,55,1.6,1
S02063,19,86,89,55,5.9,1
S02064,20,83,51,79,6.0,1
S02065,18,77,100,87,7.3,1
S02066,21,68,68,65,2.8,1
S02067,18,83,64,76,4.7,1
S02068,21,60,67,82,3.2,1
S02069,22,66,70,60,1.3,1
S02070,17,80,100,86,8.8,1
S02071,16,77,84,83,7.4,1
S02072,17,82,77,67,3.4,1
S02073,22,87,77,76,6.2,1
S02074,19,42,72,86,2.4,1
S02075,19,87,94,90,9.0,1
S02076,22,67,67,62,1.6,1
S02077,21,59,55,77,0.5,1
S02078,20,84,82,89,5.3,1
S02079,20,80,70,86,6.0,1
S02080,21,77,82,72,6.0,1
S02081,19,57,53,93,1.0,1
S02082,19,82,58,54,3.5,1
S02083,19,84,68,57,5.2,1
S02084,17,70,64,73,2.6,1
S02085,19,91,84,84,8.8,1
S02086,18,54,67,37,1.3,1
S02087,16,72,77,75,5.1,1
S02088,19,96,96,84,7.1,1
S02089,21,79,67,68,3.0,1
S02090,16,73,83,84,6.4,1
S02091,17,90,100,82,8.4,1
S02092,21,70,60,66,2.3,1
S02093,16,97,89,100,9.2,1
S02094,21,83,93,89,5.8,1
S02095,17,55,58,68,3.3,1
S02096,18,59,90,81,4.6,1
S02097,17,83,67,81,3.5,1
S02098,17,100,75,73,7.4,1
S02099,21,70,99,90,8.1,1
S02100,22,88,86,89,8.4,1
S02101,20,100,100,99,9.9,1
S02102,19,61,88,75,8.0,1
S02103,19,67,81,79,6.2,1
S02104,18,69,64,64,3.7,1
S02105,18,71,77,82,5.7,1
S02106,19,61,57,54,0.9,1
S02107,20,100,100,78,7.6,1
S02108,19,64,78,76,4.7,1
S02109,22,58,68,52,0.7,1
S02110,20,55,62,46,1.1,1
S02111,18,73,68,85,4.2,1
S02112,16,79,84,72,6.0,1
S02113,21,100,95,60,4.9,1
S02114,22,98,69,68,6.4,1
S02115,22,56,81,75,5.1,1
S02116,18,71,100,99,6.8,1
S02117,18,56,57,67,2.6,1
S02118,17,47,74,72,1.6,1
S02119,22,63,92,76,6.2,1
S02120,17,73,61,78,5.1,1
S02121,17,49,73,60,0.8,1
S02122,21,61,65,79,4.1,1
S02123,17,85,67,52,1.5,1
S02124,20,69,90,78,5.5,1
S02125,19,67,88,75,4.3,1
S02126,16,89,63,85,6.3,1
S02127,18,82,100,71,8.2,1
S02128,20,54,87,65,3.3,1
S02129,16,90,100,97,9.6,1
S02130,22,100,83,80,5.6,1
S02131,22,75,76,100,6.4,1
S02132,22,72,71,77,7.0,1
S02133,20,87,63,60,6.8,1
S02134,20,73,85,72,5.4,1
S02135,18,100,87,45,4.6,1
S02136,19,50,60,71,1.0,1
S02137,17,79,54,62,0.7,1
S02138,22,85,73,77,3.9,1
S02139,21,65,63,78,3.7,1
S02140,19,72,73,85,4.2,1
S02141,21,50,55,37,1.8,1
S02142,18,79,93,62,7.5,1
S02143,18,85,100,79,8.6,1
S02144,18,94,99,87,9.4,1
S02145,16,59,76,79,5.2,1
S02146,21,88,96,84,7.2,1
S02147,19,88,90,89,8.6,1
S02148,19,78,86,57,4.5,1
S02149,20,75,62,62,3.4,1
S02150,20,90,87,87,9.4,1
S02151,22,82,66,76,5.4,1
S02152,20,75,71,71,5.2,1
S02153,18,73,77,70,2.2,1
S02154,19,65,52,52,1.5,1
S02155,21,91,62,82,8.5,1
S02156,18,79,76,86,6.3,1
S02157,16,85,57,74,3.6,1
S02158,20,69,60,63,2.3,1
S02159,18,62,100,75,5.8,1
S02160,18,73,69,74,6.0,1
S02161,16,62,74,64,2.5,1
S02162,17,89,89,82,8.6,1
S02163,19,62,66,60,1.3,1
S02164,21,59,66,76,3.9,1
S02165,22,82,98,85,7.0,1
S02166,17,64,74,55,3.1,1
S02167,20,100,94,100,8.4,1
S02168,18,73,87,78,7.5,1
S02169,16,87,100,91,8.0,1
S02170,16,53,70,53,1.6,1
S02171,19,85,68,82,1.8,1
S02172,17,83,77,76,3.2,1
S02173,22,57,56,81,5.4,1
S02174,19,76,88,82,7.6,1
S02175,18,99,88,67,8.4,1
S02176,19,89,98,100,7.2,1
S02177,21,97,84,99,9.3,1
S02178,16,87,88,80,7.5,1
S02179,16,80,93,76,3.4,1
S02180,20,76,68,55,3.0,1
S02181,20,80,68,62,7.1,1
S02182,22,50,92,68,2.3,1
S02183,18,40,54,56,1.4,1
S02184,21,76,66,73,5.6,1
S02185,17,66,77,86,8.3,1
S02186,19,64,71,52,1.5,1
S02187,22,83,100,85,8.0,1
S02188,18,100,100,74,8.2,1
S02189,20,80,77,87,5.1,1
S02190,19,59,49,62,1.0,1
S02191,20,44,59,73,2.2,1
S02192,19,69,85,64,7.2,1
S02193,17,92,84,90,7.3,1
S02194,18,87,100,100,9.0,1
S02195,19,100,64,80,6.0,1
S02196,21,61,50,71,1.7,1
S02197,22,64,60,63,1.7,1
S02198,16,69,90,88,7.4,1
S02199,21,75,60,85,2.2,1
S02200,21,58,64,96,3.6,1
S02201,22,82,90,80,5.1,1
S02202,16,68,65,51,0.7,1
S02203,21,68,56,76,2.9,1
S02204,19,94,68,60,4.4,1
S02205,19,60,75,63,3.2,1
S02206,19,82,49,60,1.8,1
S02207,16,69,91,100,7.4,1
S02208,21,97,84,100,8.2,1
S02209,16,65,72,83,2.9,1
S02210,19,78,88,94,7.9,1
S02211,22,52,60,63,4.2,1
S02212,21,73,70,80,5.3,1
S02213,21,86,100,100,8.6,1
S02214,20,87,100,89,7.6,1
S02215,20,96,67,97,8.1,1
S02216,17,52,76,48,1.8,1
S02217,18,81,65,72,1.2,1
S02218,20,85,100,77,9.0,1
S02219,16,79,66,71,4.2,1
S02220,20,69,80,86,3.2,1
S02221,17,82,81,87,7.4,1
S02222,21,89,100,96,8.4,1
S02223,17,79,100,86,8.7,1
S02224,21,64,73,50,3.5,1
S02225,22,73,76,77,8.6,1
S02226,22,52,77,70,0.9,1
S02227,21,53,68,67,1.0,1
S02228,18,91,86,99,6.4,1
S02229,20,55,80,65,1.1,1
S02230,16,64,57,62,3.6,1
S02231,16,85,75,82,6.9,1
S02232,19,72,78,83,3.7,1
S02233,21,57,56,48,2.2,1
S02234,16,73,65,74,3.2,1
S02235,18,72,91,61,4.8,1
S02236,21,68,81,78,5.0,1
S02237,18,81,73,93,7.9,1
S02238,16,97,91,90,7.6,1
S02239,16,69,90,90,4.8,1
S02240,19,92,91,90,8.5,1
S02241,16,46,74,71,1.6,1
S02242,21,80,62,75,2.9,1
S02243,22,82,92,76,8.4,1
S02244,21,76,54,72,4.1,1
S02245,21,91,100,64,9.8,1
S02246,19,79,80,80,4.9,1
S02247,19,92,72,55,8.0,1
S02248,16,70,92,83,4.3,1
S02249,17,51,81,93,4.5,1
S02250,17,84,64,79,4.1,1
S02251,19,83,93,91,7.3,1
S02252,16,82,67,91,5.7,1
S02253,17,100,83,86,9.5,1
S02254,16,61,56,55,2.9,1
S02255,16,67,51,64,1.5,1
S02256,16,63,78,65,4.2,1
S02257,20,85,82,81,6.4,1
S02258,21,90,99,91,8.7,1
S02259,16,65,38,67,3.8,1
S02260,20,82,78,74,6.7,1
S02261,19,58,67,48,3.8,1
S02262,17,84,82,79,6.4,1
S02263,21,96,91,84,8.9,1
S02264,22,70,70,65,2.7,1
S02265,17,90,74,82,4.3,1
S02266,21,93,89,100,9.9,1
S02267,22,90,86,84,8.8,1
S02268,17,65,79,83,5.9,1
S02269,21,95,84,80,5.4,1
S02270,17,50,70,83,3.2,1
S02271,17,79,68,67,5.4,1
S02272,22,82,80,77,8.6,1
S02273,17,84,90,73,7.0,1
S02274,17,53,79,46,3.3,1
S02275,22,75,79,67,2.4,1
S02276,19,56,63,58,3.0,1
S02277,16,77,42,69,2.1,1
S02278,18,49,67,38,1.4,1
S02279,20,85,66,74,4.5,1
S02280,18,51,62,62,1.6,1
S02281,18,56,67,61,2.1,1
S02282,21,78,85,89,5.7,1
S02283,16,53,76,58,2.1,1
S02284,21,49,75,67,1.1,1
S02285,16,59,86,64,3.5,1
S02286,22,69,68,87,2.6,1
S02287,22,77,57,76,5.4,1
S02288,16,62,55,72,1.5,1
S02289,17,82,100,91,7.6,1
S02290,19,98,93,100,9.1,1
S02291,17,98,100,86,7.6,1
S02292,19,84,74,63,5.6,1
S02293,21,87,100,93,8.7,1
S02294,19,69,84,86,7.1,1
S02295,21,34,54,29,0.6,0
S02296,22,71,64,55,4.2,1
S02297,18,65,98,95,8.6,1
S02298,22,68,54,88,3.8,1
S02299,22,75,53,62,0.8,1
S02300,18,72,85,93,7.6,1
S02301,19,72,61,87,8.1,1
S02302,19,71,63,67,2.0,1
S02303,21,44,99,76,5.6,1
S02304,17,69,71,68,2.3,1
S02305,21,100,77,88,7.3,1
S02306,17,57,63,66,3.1,1
S02307,22,56,74,85,3.5,1
S02308,18,96,83,76,8.5,1
S02309,22,61,82,95,5.0,1
S02310,16,92,77,80,6.9,1
S02311,19,59,61,73,4.3,1
S02312,17,89,84,64,3.3,1
S02313,21,89,90,85,6.4,1
S02314,18,63,42,62,2.0,1
S02315,17,92,68,68,4.0,1
S02316,21,77,79,75,2.5,1
S02317,19,88,82,95,7.1,1
S02318,22,71,86,79,9.5,1
S02319,19,87,92,100,10.0,1
S02320,20,87,77,89,4.8,1
S02321,16,51,66,50,2.9,1
S02322,20,65,74,66,4.7,1
S02323,18,77,88,100,8.5,1
